[RTREE] This is node 63 at depth: 10, the bounding box is (-95.9953,31.3496), (-50.273,51.5309), leaf: 0, edge: 1
[RTREE] This is node 1715 at depth: 7, the bounding box is (-87.3813,-92.6453), (3.27085,88.3961), leaf: 0, edge: 0
[RTREE] This is node 1781 at depth: 6, the bounding box is (-87.3813,-92.6453), (3.27085,88.3961), leaf: 0, edge: 0
[RTREE] This is node 1204 at depth: 5, the bounding box is (-98.7451,-98.6123), (99.6088,97.9748), leaf: 0, edge: 0
[RTREE] This is node 1187 at depth: 10, the bounding box is (-36.1409,-87.1523), (-4.8323,-17.8427), leaf: 0, edge: 1
[RTREE] This is node 379 at depth: 10, the bounding box is (-71.8974,-59.8458), (60.5221,-48.201), leaf: 0, edge: 1
[RTREE] This is node 1217 at depth: 10, the bounding box is (77.012,-94.5339), (87.1034,-75.1315), leaf: 0, edge: 1
[RTREE] This is node 1558 at depth: 10, the bounding box is (-74.2538,-95.2842), (76.3107,-78.8232), leaf: 0, edge: 1
[RTREE] This is node 175 at depth: 9, the bounding box is (-74.2538,-95.2842), (87.1034,-17.8427), leaf: 1, edge: 0
[RTREE] This is node 245 at depth: 10, the bounding box is (41.7265,-82.3051), (68.3525,-31.5183), leaf: 0, edge: 1
[RTREE] This is node 164 at depth: 10, the bounding box is (-55.4299,-72.7212), (20.1929,-46.0213), leaf: 0, edge: 1
[RTREE] This is node 380 at depth: 9, the bounding box is (-55.4299,-82.3051), (68.3525,-31.5183), leaf: 1, edge: 0
[RTREE] This is node 260 at depth: 10, the bounding box is (-72.0704,-32.3929), (88.5598,-20.5356), leaf: 0, edge: 1
[RTREE] This is node 151 at depth: 10, the bounding box is (-61.29,-83.0564), (19.3139,-22.2277), leaf: 0, edge: 1
[RTREE] This is node 1188 at depth: 9, the bounding box is (-72.0704,-83.0564), (88.5598,-20.5356), leaf: 1, edge: 0
[RTREE] This is node 1018 at depth: 10, the bounding box is (-99.9559,-96.122), (84.1373,-71.8136), leaf: 0, edge: 1
[RTREE] This is node 183 at depth: 10, the bounding box is (-84.9058,-78.5135), (82.3911,-35.6138), leaf: 0, edge: 1
[RTREE] This is node 1685 at depth: 10, the bounding box is (-99.4423,-82.4795), (-26.4977,-26.3581), leaf: 0, edge: 1
[RTREE] This is node 1559 at depth: 9, the bounding box is (-99.9559,-96.122), (84.1373,-26.3581), leaf: 1, edge: 0
[RTREE] This is node 227 at depth: 8, the bounding box is (-99.9559,-96.122), (88.5598,-17.8427), leaf: 0, edge: 0
[RTREE] This is node 1190 at depth: 10, the bounding box is (-48.6971,-98.2584), (73.6822,61.7226), leaf: 0, edge: 1
[RTREE] This is node 490 at depth: 10, the bounding box is (-32.3055,-53.8157), (66.1719,41.1061), leaf: 0, edge: 1
[RTREE] This is node 1189 at depth: 10, the bounding box is (-36.9434,-37.0933), (85.836,66.3275), leaf: 0, edge: 1
[RTREE] This is node 1198 at depth: 10, the bounding box is (-48.039,54.5306), (40.1985,67.9305), leaf: 0, edge: 1
[RTREE] This is node 1278 at depth: 10, the bounding box is (-47.239,-97.2805), (39.5776,70.3275), leaf: 0, edge: 1
[RTREE] This is node 1178 at depth: 9, the bounding box is (-48.6971,-98.2584), (85.836,70.3275), leaf: 1, edge: 0
[RTREE] This is node 407 at depth: 10, the bounding box is (-66.2557,-64.2492), (58.0436,33.9264), leaf: 0, edge: 1
[RTREE] This is node 1105 at depth: 10, the bounding box is (-98.8224,-71.5744), (34.0982,7.47914), leaf: 0, edge: 1
[RTREE] This is node 1166 at depth: 10, the bounding box is (-17.0279,-67.0175), (14.9071,7.52634), leaf: 0, edge: 1
[RTREE] This is node 1269 at depth: 10, the bounding box is (-99.1146,16.4274), (-29.306,17.7056), leaf: 0, edge: 1
[RTREE] This is node 1622 at depth: 10, the bounding box is (-99.3166,-33.1216), (-28.84,48.7338), leaf: 0, edge: 1
[RTREE] This is node 147 at depth: 9, the bounding box is (-99.3166,-71.5744), (58.0436,48.7338), leaf: 1, edge: 0
[RTREE] This is node 483 at depth: 10, the bounding box is (74.997,-61.1864), (76.4147,38.2713), leaf: 0, edge: 1
[RTREE] This is node 1106 at depth: 9, the bounding box is (74.997,-61.1864), (76.4147,38.2713), leaf: 1, edge: 0
[RTREE] This is node 100 at depth: 10, the bounding box is (-26.7006,-75.8934), (17.4919,38.0384), leaf: 0, edge: 1
[RTREE] This is node 1279 at depth: 9, the bounding box is (-26.7006,-75.8934), (17.4919,38.0384), leaf: 1, edge: 0
[RTREE] This is node 1177 at depth: 10, the bounding box is (-94.6269,-34.5822), (78.5878,-18.4493), leaf: 0, edge: 1
[RTREE] This is node 1623 at depth: 9, the bounding box is (-94.6269,-34.5822), (78.5878,-18.4493), leaf: 1, edge: 0
[RTREE] This is node 176 at depth: 8, the bounding box is (-99.3166,-98.2584), (85.836,70.3275), leaf: 0, edge: 0
[RTREE] This is node 18 at depth: 10, the bounding box is (-77.0572,-67.3235), (-10.519,-6.82084), leaf: 0, edge: 1
[RTREE] This is node 166 at depth: 9, the bounding box is (-77.0572,-67.3235), (-10.519,-6.82084), leaf: 1, edge: 0
[RTREE] This is node 80 at depth: 10, the bounding box is (-82.2602,-62.8866), (-25.7232,48.9744), leaf: 0, edge: 1
[RTREE] This is node 1167 at depth: 9, the bounding box is (-82.2602,-62.8866), (-25.7232,48.9744), leaf: 1, edge: 0
[RTREE] This is node 1280 at depth: 8, the bounding box is (-82.2602,-67.3235), (-10.519,48.9744), leaf: 0, edge: 0
[RTREE] This is node 376 at depth: 7, the bounding box is (-99.9559,-98.2584), (88.5598,70.3275), leaf: 0, edge: 0
[RTREE] This is node 11 at depth: 10, the bounding box is (-50.1179,-15.3306), (4.8311,13.9783), leaf: 0, edge: 1
[RTREE] This is node 57 at depth: 9, the bounding box is (-50.1179,-15.3306), (4.8311,13.9783), leaf: 1, edge: 0
[RTREE] This is node 22 at depth: 10, the bounding box is (-56.9827,-54.1292), (0.123978,-46.2919), leaf: 0, edge: 1
[RTREE] This is node 45 at depth: 10, the bounding box is (-66.6049,-70.5453), (23.802,-8.8199), leaf: 0, edge: 1
[RTREE] This is node 73 at depth: 9, the bounding box is (-66.6049,-70.5453), (23.802,-8.8199), leaf: 1, edge: 0
[RTREE] This is node 91 at depth: 8, the bounding box is (-66.6049,-70.5453), (23.802,13.9783), leaf: 0, edge: 0
[RTREE] This is node 339 at depth: 7, the bounding box is (-66.6049,-70.5453), (23.802,13.9783), leaf: 0, edge: 0
[RTREE] This is node 420 at depth: 6, the bounding box is (-99.9559,-98.2584), (88.5598,70.3275), leaf: 0, edge: 0
[RTREE] This is node 251 at depth: 10, the bounding box is (-76.6341,-98.358), (22.3651,-88.0727), leaf: 0, edge: 1
[RTREE] This is node 257 at depth: 10, the bounding box is (-82.8423,-88.7869), (11.2069,2.21647), leaf: 0, edge: 1
[RTREE] This is node 307 at depth: 10, the bounding box is (-26.3283,-95.9925), (-3.0874,-0.745233), leaf: 0, edge: 1
[RTREE] This is node 331 at depth: 10, the bounding box is (-64.1763,-92.5156), (12.9004,-50.7315), leaf: 0, edge: 1
[RTREE] This is node 266 at depth: 9, the bounding box is (-82.8423,-98.358), (22.3651,2.21647), leaf: 1, edge: 0
[RTREE] This is node 418 at depth: 8, the bounding box is (-82.8423,-98.358), (22.3651,2.21647), leaf: 0, edge: 0
[RTREE] This is node 435 at depth: 7, the bounding box is (-82.8423,-98.358), (22.3651,2.21647), leaf: 0, edge: 0
[RTREE] This is node 373 at depth: 10, the bounding box is (-99.8225,-7.18466), (-31.2057,68.1732), leaf: 0, edge: 1
[RTREE] This is node 279 at depth: 10, the bounding box is (-99.4868,40.6427), (-12.6317,73.5657), leaf: 0, edge: 1
[RTREE] This is node 95 at depth: 10, the bounding box is (-53.4294,11.3149), (29.7827,75.1123), leaf: 0, edge: 1
[RTREE] This is node 452 at depth: 10, the bounding box is (-97.8854,-6.84548), (-69.6776,45.7464), leaf: 0, edge: 1
[RTREE] This is node 470 at depth: 10, the bounding box is (-99.767,14.0431), (-64.9596,20.5671), leaf: 0, edge: 1
[RTREE] This is node 172 at depth: 9, the bounding box is (-99.8225,-7.18466), (29.7827,75.1123), leaf: 1, edge: 0
[RTREE] This is node 210 at depth: 10, the bounding box is (-38.0418,-87.5611), (-31.6536,65.2598), leaf: 0, edge: 1
[RTREE] This is node 64 at depth: 10, the bounding box is (-74.6886,-88.0306), (31.2325,21.5103), leaf: 0, edge: 1
[RTREE] This is node 465 at depth: 9, the bounding box is (-74.6886,-88.0306), (31.2325,65.2598), leaf: 1, edge: 0
[RTREE] This is node 476 at depth: 8, the bounding box is (-99.8225,-88.0306), (31.2325,75.1123), leaf: 0, edge: 0
[RTREE] This is node 494 at depth: 7, the bounding box is (-99.8225,-88.0306), (31.2325,75.1123), leaf: 0, edge: 0
[RTREE] This is node 523 at depth: 6, the bounding box is (-99.8225,-98.358), (31.2325,75.1123), leaf: 0, edge: 0
[RTREE] This is node 644 at depth: 5, the bounding box is (-99.9559,-98.358), (88.5598,75.1123), leaf: 0, edge: 0
[RTREE] This is node 317 at depth: 10, the bounding box is (-8.18967,-50.3813), (55.6464,13.0838), leaf: 0, edge: 1
[RTREE] This is node 330 at depth: 9, the bounding box is (-8.18967,-50.3813), (55.6464,13.0838), leaf: 1, edge: 0
[RTREE] This is node 472 at depth: 8, the bounding box is (-8.18967,-50.3813), (55.6464,13.0838), leaf: 0, edge: 0
[RTREE] This is node 691 at depth: 7, the bounding box is (-8.18967,-50.3813), (55.6464,13.0838), leaf: 0, edge: 0
[RTREE] This is node 802 at depth: 6, the bounding box is (-8.18967,-50.3813), (55.6464,13.0838), leaf: 0, edge: 0
[RTREE] This is node 1365 at depth: 5, the bounding box is (-8.18967,-50.3813), (55.6464,13.0838), leaf: 0, edge: 0
[RTREE] This is node 943 at depth: 10, the bounding box is (-30.5259,-71.6094), (70.8971,-33.4964), leaf: 0, edge: 1
[RTREE] This is node 1093 at depth: 9, the bounding box is (-30.5259,-71.6094), (70.8971,-33.4964), leaf: 1, edge: 0
[RTREE] This is node 1173 at depth: 8, the bounding box is (-30.5259,-71.6094), (70.8971,-33.4964), leaf: 0, edge: 0
[RTREE] This is node 1252 at depth: 7, the bounding box is (-30.5259,-71.6094), (70.8971,-33.4964), leaf: 0, edge: 0
[RTREE] This is node 1716 at depth: 6, the bounding box is (-30.5259,-71.6094), (70.8971,-33.4964), leaf: 0, edge: 0
[RTREE] This is node 1759 at depth: 5, the bounding box is (-30.5259,-71.6094), (70.8971,-33.4964), leaf: 0, edge: 0
[RTREE] This is node 497 at depth: 4, the bounding box is (-99.9559,-98.6123), (99.6088,97.9748), leaf: 0, edge: 0
[RTREE] This is node 912 at depth: 10, the bounding box is (27.216,-11.7268), (86.2796,89.5887), leaf: 0, edge: 1
[RTREE] This is node 926 at depth: 10, the bounding box is (58.9165,27.292), (82.7122,88.4019), leaf: 0, edge: 1
[RTREE] This is node 932 at depth: 9, the bounding box is (27.216,-11.7268), (86.2796,89.5887), leaf: 1, edge: 0
[RTREE] This is node 941 at depth: 8, the bounding box is (27.216,-11.7268), (86.2796,89.5887), leaf: 0, edge: 0
[RTREE] This is node 1185 at depth: 7, the bounding box is (27.216,-11.7268), (86.2796,89.5887), leaf: 0, edge: 0
[RTREE] This is node 1203 at depth: 6, the bounding box is (27.216,-11.7268), (86.2796,89.5887), leaf: 0, edge: 0
[RTREE] This is node 306 at depth: 10, the bounding box is (49.5792,-55.0347), (57.4373,-32.3744), leaf: 0, edge: 1
[RTREE] This is node 837 at depth: 9, the bounding box is (49.5792,-55.0347), (57.4373,-32.3744), leaf: 1, edge: 0
[RTREE] This is node 842 at depth: 8, the bounding box is (49.5792,-55.0347), (57.4373,-32.3744), leaf: 0, edge: 0
[RTREE] This is node 270 at depth: 10, the bounding box is (-15.691,-27.1312), (46.9362,69.5684), leaf: 0, edge: 1
[RTREE] This is node 296 at depth: 9, the bounding box is (-15.691,-27.1312), (46.9362,69.5684), leaf: 1, edge: 0
[RTREE] This is node 827 at depth: 8, the bounding box is (-15.691,-27.1312), (46.9362,69.5684), leaf: 0, edge: 0
[RTREE] This is node 895 at depth: 7, the bounding box is (-15.691,-55.0347), (57.4373,69.5684), leaf: 0, edge: 0
[RTREE] This is node 947 at depth: 6, the bounding box is (-15.691,-55.0347), (57.4373,69.5684), leaf: 0, edge: 0
[RTREE] This is node 905 at depth: 10, the bounding box is (-55.0062,95.7443), (-33.3974,95.8117), leaf: 0, edge: 1
[RTREE] This is node 918 at depth: 9, the bounding box is (-55.0062,95.7443), (-33.3974,95.8117), leaf: 1, edge: 0
[RTREE] This is node 928 at depth: 8, the bounding box is (-55.0062,95.7443), (-33.3974,95.8117), leaf: 0, edge: 0
[RTREE] This is node 1162 at depth: 7, the bounding box is (-55.0062,95.7443), (-33.3974,95.8117), leaf: 0, edge: 0
[RTREE] This is node 1175 at depth: 6, the bounding box is (-55.0062,95.7443), (-33.3974,95.8117), leaf: 0, edge: 0
[RTREE] This is node 923 at depth: 10, the bounding box is (-26.8603,-22.0183), (-16.5168,96.3258), leaf: 0, edge: 1
[RTREE] This is node 936 at depth: 9, the bounding box is (-26.8603,-22.0183), (-16.5168,96.3258), leaf: 1, edge: 0
[RTREE] This is node 934 at depth: 10, the bounding box is (-30.1206,-43.8411), (2.78449,88.773), leaf: 0, edge: 1
[RTREE] This is node 944 at depth: 9, the bounding box is (-30.1206,-43.8411), (2.78449,88.773), leaf: 1, edge: 0
[RTREE] This is node 945 at depth: 8, the bounding box is (-30.1206,-43.8411), (2.78449,96.3258), leaf: 0, edge: 0
[RTREE] This is node 1174 at depth: 7, the bounding box is (-30.1206,-43.8411), (2.78449,96.3258), leaf: 0, edge: 0
[RTREE] This is node 1186 at depth: 6, the bounding box is (-30.1206,-43.8411), (2.78449,96.3258), leaf: 0, edge: 0
[RTREE] This is node 897 at depth: 5, the bounding box is (-55.0062,-55.0347), (86.2796,96.3258), leaf: 0, edge: 0
[RTREE] This is node 1299 at depth: 4, the bounding box is (-55.0062,-55.0347), (86.2796,96.3258), leaf: 0, edge: 0
[RTREE] This is node 571 at depth: 10, the bounding box is (28.6737,-95.5208), (81.9294,63.2861), leaf: 0, edge: 1
[RTREE] This is node 660 at depth: 9, the bounding box is (28.6737,-95.5208), (81.9294,63.2861), leaf: 1, edge: 0
[RTREE] This is node 667 at depth: 8, the bounding box is (28.6737,-95.5208), (81.9294,63.2861), leaf: 0, edge: 0
[RTREE] This is node 719 at depth: 7, the bounding box is (28.6737,-95.5208), (81.9294,63.2861), leaf: 0, edge: 0
[RTREE] This is node 671 at depth: 10, the bounding box is (14.0221,-52.8839), (65.6303,-51.9307), leaf: 0, edge: 1
[RTREE] This is node 738 at depth: 9, the bounding box is (14.0221,-52.8839), (65.6303,-51.9307), leaf: 1, edge: 0
[RTREE] This is node 800 at depth: 8, the bounding box is (14.0221,-52.8839), (65.6303,-51.9307), leaf: 0, edge: 0
[RTREE] This is node 1142 at depth: 7, the bounding box is (14.0221,-52.8839), (65.6303,-51.9307), leaf: 0, edge: 0
[RTREE] This is node 1143 at depth: 6, the bounding box is (14.0221,-95.5208), (81.9294,63.2861), leaf: 0, edge: 0
[RTREE] This is node 865 at depth: 10, the bounding box is (12.5875,-96.1389), (33.9348,-59.7681), leaf: 0, edge: 1
[RTREE] This is node 1306 at depth: 9, the bounding box is (12.5875,-96.1389), (33.9348,-59.7681), leaf: 1, edge: 0
[RTREE] This is node 1335 at depth: 8, the bounding box is (12.5875,-96.1389), (33.9348,-59.7681), leaf: 0, edge: 0
[RTREE] This is node 1363 at depth: 7, the bounding box is (12.5875,-96.1389), (33.9348,-59.7681), leaf: 0, edge: 0
[RTREE] This is node 1514 at depth: 6, the bounding box is (12.5875,-96.1389), (33.9348,-59.7681), leaf: 0, edge: 0
[RTREE] This is node 1515 at depth: 5, the bounding box is (12.5875,-96.1389), (81.9294,63.2861), leaf: 0, edge: 0
[RTREE] This is node 1760 at depth: 4, the bounding box is (12.5875,-96.1389), (81.9294,63.2861), leaf: 0, edge: 0
[RTREE] This is node 964 at depth: 3, the bounding box is (-99.9559,-99.929), (99.6088,97.9748), leaf: 0, edge: 0
[RTREE] This is node 468 at depth: 10, the bounding box is (48.1309,-99.2806), (74.6106,-32.0223), leaf: 0, edge: 1
[RTREE] This is node 475 at depth: 9, the bounding box is (48.1309,-99.2806), (74.6106,-32.0223), leaf: 1, edge: 0
[RTREE] This is node 493 at depth: 8, the bounding box is (48.1309,-99.2806), (74.6106,-32.0223), leaf: 0, edge: 0
[RTREE] This is node 522 at depth: 7, the bounding box is (48.1309,-99.2806), (74.6106,-32.0223), leaf: 0, edge: 0
[RTREE] This is node 643 at depth: 6, the bounding box is (48.1309,-99.2806), (74.6106,-32.0223), leaf: 0, edge: 0
[RTREE] This is node 670 at depth: 5, the bounding box is (48.1309,-99.2806), (74.6106,-32.0223), leaf: 0, edge: 0
[RTREE] This is node 963 at depth: 4, the bounding box is (48.1309,-99.2806), (74.6106,-32.0223), leaf: 0, edge: 0
[RTREE] This is node 1590 at depth: 10, the bounding box is (-82.4032,-76.1124), (46.4918,-75.1767), leaf: 0, edge: 1
[RTREE] This is node 1578 at depth: 10, the bounding box is (-80.6106,-74.806), (-49.3791,-65.0242), leaf: 0, edge: 1
[RTREE] This is node 1613 at depth: 9, the bounding box is (-82.4032,-76.1124), (46.4918,-65.0242), leaf: 1, edge: 0
[RTREE] This is node 1518 at depth: 10, the bounding box is (-55.5476,-87.8691), (73.1277,-33.3019), leaf: 0, edge: 1
[RTREE] This is node 1521 at depth: 10, the bounding box is (-47.5953,-76.8609), (-11.1064,-28.4258), leaf: 0, edge: 1
[RTREE] This is node 1592 at depth: 10, the bounding box is (-73.3316,-91.3816), (57.9975,-86.9255), leaf: 0, edge: 1
[RTREE] This is node 1618 at depth: 10, the bounding box is (-76.8188,-93.0398), (56.4146,-64.5725), leaf: 0, edge: 1
[RTREE] This is node 1522 at depth: 9, the bounding box is (-76.8188,-93.0398), (73.1277,-28.4258), leaf: 1, edge: 0
[RTREE] This is node 1633 at depth: 8, the bounding box is (-82.4032,-93.0398), (73.1277,-28.4258), leaf: 0, edge: 0
[RTREE] This is node 1346 at depth: 10, the bounding box is (-15.4817,-89.7513), (37.7827,-45.1608), leaf: 0, edge: 1
[RTREE] This is node 1499 at depth: 9, the bounding box is (-15.4817,-89.7513), (37.7827,-45.1608), leaf: 1, edge: 0
[RTREE] This is node 1614 at depth: 8, the bounding box is (-15.4817,-89.7513), (37.7827,-45.1608), leaf: 0, edge: 0
[RTREE] This is node 1678 at depth: 7, the bounding box is (-82.4032,-93.0398), (73.1277,-28.4258), leaf: 0, edge: 0
[RTREE] This is node 1612 at depth: 10, the bounding box is (-62.4061,-82.9887), (-33.805,3.33945), leaf: 0, edge: 1
[RTREE] This is node 1560 at depth: 10, the bounding box is (-79.52,-68.005), (-23.713,-0.634087), leaf: 0, edge: 1
[RTREE] This is node 1632 at depth: 9, the bounding box is (-79.52,-82.9887), (-23.713,3.33945), leaf: 1, edge: 0
[RTREE] This is node 1621 at depth: 10, the bounding box is (-80.4594,-82.0566), (-6.57953,6.85791), leaf: 0, edge: 1
[RTREE] This is node 1665 at depth: 10, the bounding box is (-77.9986,-66.7424), (-18.4152,-0.345073), leaf: 0, edge: 1
[RTREE] This is node 1676 at depth: 9, the bounding box is (-80.4594,-82.0566), (-6.57953,6.85791), leaf: 1, edge: 0
[RTREE] This is node 1768 at depth: 8, the bounding box is (-80.4594,-82.9887), (-6.57953,6.85791), leaf: 0, edge: 0
[RTREE] This is node 987 at depth: 10, the bounding box is (-89.8892,-98.8308), (-0.266851,-4.49348), leaf: 0, edge: 1
[RTREE] This is node 1664 at depth: 10, the bounding box is (-96.7167,-57.4872), (-4.78646,3.72139), leaf: 0, edge: 1
[RTREE] This is node 1684 at depth: 10, the bounding box is (-81.4995,-77.821), (-20.9774,1.43753), leaf: 0, edge: 1
[RTREE] This is node 1697 at depth: 10, the bounding box is (-98.2211,-88.0558), (-32.1388,-6.2925), leaf: 0, edge: 1
[RTREE] This is node 1630 at depth: 9, the bounding box is (-98.2211,-98.8308), (-0.266851,3.72139), leaf: 1, edge: 0
